,mean_test_mae,mean_test_wmae,mean_test_rmse,mean_test_wrmse,param_ccp_alpha,param_criterion,param_max_depth,param_min_samples_split,param_n_estimators,Unnamed: 0,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_mae,split1_test_mae,split2_test_mae,split3_test_mae,split4_test_mae,split5_test_mae,split6_test_mae,split7_test_mae,split8_test_mae,split9_test_mae,std_test_mae,rank_test_mae,split0_test_wmae,split1_test_wmae,split2_test_wmae,split3_test_wmae,split4_test_wmae,split5_test_wmae,split6_test_wmae,split7_test_wmae,split8_test_wmae,split9_test_wmae,std_test_wmae,rank_test_wmae,split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,split4_test_rmse,split5_test_rmse,split6_test_rmse,split7_test_rmse,split8_test_rmse,split9_test_rmse,std_test_rmse,rank_test_rmse,split0_test_wrmse,split1_test_wrmse,split2_test_wrmse,split3_test_wrmse,split4_test_wrmse,split5_test_wrmse,split6_test_wrmse,split7_test_wrmse,split8_test_wrmse,split9_test_wrmse,std_test_wrmse,rank_test_wrmse
0,-0.0079636032409671,-0.013029605877258602,-0.016159387040940526,-0.037045397676902285,0.0,squared_error,,2,100,0,84.82890844345094,68.2818880381753,0.09521143436431884,0.0616851388492405,"{'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': None, 'min_samples_split': 2, 'n_estimators': 100}",-0.007623932461630013,-0.007981059330657398,-0.00767419624123812,-0.007748968111234941,-0.007836066328723966,-0.007771409963605106,-0.0075612343888085765,-0.007840341331921687,-0.007822315424018145,-0.009776508827833048,0.0006150115957585287,71,-0.010084996559571834,-0.013224717234239292,-0.009686310223902228,-0.011570241735920252,-0.011064327597808605,-0.010205322869122109,-0.010548175737790924,-0.01141355772337782,-0.01291104256326551,-0.029587366527587432,0.0056284781016688315,68,-0.010820411411841277,-0.013296808113694814,-0.010257416861238268,-0.01174955722846575,-0.01126949645389283,-0.011033734017279442,-0.011187700795629757,-0.012709460896896478,-0.015600991727507696,-0.053668292902958964,0.01258972476881513,40,-0.01630116520425586,-0.028049875774952153,-0.0133352879326655,-0.022236039658210683,-0.01793819227859358,-0.017460357213707006,-0.019002845519750358,-0.02485348215723144,-0.0386271099302439,-0.17264962109941245,0.045723704802117814,47
1,-0.00791724835081134,-0.01282579980665699,-0.01640691762763417,-0.038028154795051915,0.0,squared_error,,2,150,1,218.42182960510257,122.04860279555237,0.20963244438171386,0.09513623367107382,"{'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': None, 'min_samples_split': 2, 'n_estimators': 150}",-0.007579349034008155,-0.00800728425857848,-0.007676324793542371,-0.007722622728802015,-0.007654175124560363,-0.007602495144506938,-0.007651946914678739,-0.007789226250556915,-0.007836319883338222,-0.009652739375541208,0.0005909091159692168,52,-0.009808395659657609,-0.013430496258244471,-0.009829072326051659,-0.011753446435678437,-0.0099389165349161,-0.009318237467361393,-0.010958567683747148,-0.011041123549625704,-0.013439501228052169,-0.028740240923235193,0.005482294064985506,50,-0.010826275764966054,-0.013806105118375208,-0.010377452608198485,-0.01259301934063546,-0.010632021361256202,-0.0104295837810341,-0.011940239205331448,-0.012389743742480004,-0.017334529494513442,-0.053740205859551284,0.012604006429734136,65,-0.016370995618936242,-0.030227510850712926,-0.01391994111862607,-0.026472260858687143,-0.01454479904388929,-0.014080902099651918,-0.022553991706688717,-0.023802562486078108,-0.045302024746849544,-0.17300655942039908,0.04591673142653088,65
2,-0.007892847971371445,-0.012747668036339466,-0.01629000331083824,-0.037408664535671585,0.0,squared_error,,2,200,2,67.77225544452668,0.947731135616598,0.09368233680725098,0.015791864030842418,"{'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': None, 'min_samples_split': 2, 'n_estimators': 200}",-0.0075639565187828285,-0.007771116170652761,-0.007686796202856859,-0.007634871285818642,-0.007598170680015056,-0.0076658262905838215,-0.0076850207225105825,-0.007802365547593682,-0.007838611832786294,-0.009681744462113916,0.0006020666506109406,31,-0.010136361645892615,-0.012021576691247406,-0.009741270549749256,-0.010875365294034666,-0.009704310029309028,-0.0099785675414671,-0.011155343889424569,-0.011027828767675952,-0.013745331609189776,-0.029090724345404308,0.0055713928603790324,32,-0.011110831244977908,-0.012264848609683446,-0.010264993367215685,-0.01118985630329752,-0.010544129600230151,-0.010671333027221905,-0.011940040884011491,-0.012565147183173805,-0.01775403086381975,-0.05459482202475077,0.012931054474008457,59,-0.01805943758019769,-0.02398114911064893,-0.013218025713017431,-0.01979797306877005,-0.0140826775041524,-0.015537172893897569,-0.022460579408184016,-0.024308961681905175,-0.04674095562425955,-0.17589971277168293,0.047047197147961864,56
3,-0.007879587049086338,-0.012657981803801309,-0.016056699538368586,-0.0365292844713775,0.0,squared_error,,2,350,3,189.25255877971645,107.4080970529687,0.30608832836151123,0.18014975470405506,"{'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': None, 'min_samples_split': 2, 'n_estimators': 350}",-0.007513261593944712,-0.00796911812964112,-0.007727312831150015,-0.007644390887818274,-0.007572175741497644,-0.007652142809083059,-0.007525906657378448,-0.00776247025466357,-0.007803087606184195,-0.009626003979502331,0.0005967895644328838,11,-0.009777685829838484,-0.013443575784029977,-0.009960646232403916,-0.01119038443631873,-0.009486633290038413,-0.009856300590693949,-0.010358384909722684,-0.010717209158252606,-0.013182586325107028,-0.028606411481607318,0.005476604390144082,8,-0.010754219383321684,-0.013884585725190426,-0.010345057804087185,-0.011331734392865759,-0.010473458853139809,-0.010552274264370042,-0.011233528401988149,-0.01173417879532041,-0.016756483315726076,-0.05350147444767632,0.012624586432885495,20,-0.016292089549849908,-0.030633962552557095,-0.013688387536477279,-0.020607007682343553,-0.013760484472355016,-0.015039041158376797,-0.01964601934962423,-0.02034462405214115,-0.043049423368657136,-0.17223180499139285,0.046048286962259134,22
4,-0.00788773520892852,-0.012759930295186536,-0.016140206993555305,-0.03704421571700985,0.0,squared_error,,2,500,4,376.201912522316,262.6324254744464,0.4710980176925659,0.3643634817931647,"{'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': None, 'min_samples_split': 2, 'n_estimators': 500}",-0.007530053528970076,-0.007776143737625786,-0.00765704597715193,-0.007666338443049944,-0.007683856786331999,-0.007704224014639875,-0.0075515576696095175,-0.007851011760003234,-0.00783930016115641,-0.009617820010746436,0.00058547151808195,22,-0.009938104604113832,-0.011948062662669305,-0.009759370960442923,-0.01121661889056684,-0.010328219002755127,-0.010102782441115442,-0.010401630328766556,-0.011607423605857687,-0.013415927864130305,-0.028881162591447337,0.0054790050573587995,36,-0.01080683010140512,-0.012147010159932484,-0.010255480678921822,-0.011653098068495576,-0.010826462512219715,-0.010843852878210164,-0.0110934085993178,-0.013022820860397112,-0.01701126855715105,-0.0537418375195022,0.012669931193380671,35,-0.016525926413649576,-0.023561105240142828,-0.013315272475817987,-0.022170932992739558,-0.015765293681142958,-0.01666306123848663,-0.018823977625947383,-0.026481242609448702,-0.04410851864369828,-0.1730268262490245,0.04608685707574467,46
5,-0.007879449472725984,-0.012736957678534638,-0.01614762489157089,-0.03701468038024782,0.0,squared_error,,2,1000,5,904.474616765976,576.6660391431961,0.8699418544769287,0.40734770399414655,"{'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': None, 'min_samples_split': 2, 'n_estimators': 1000}",-0.007570564375640357,-0.007861056988928264,-0.007692736361788761,-0.007651996919591011,-0.0076509971069341565,-0.007633311660667344,-0.007591723653090016,-0.007774196859054149,-0.007765160042212953,-0.009602750759352859,0.0005806731180908062,9,-0.010054998730139354,-0.01280741030620192,-0.00991477522847788,-0.011185146634391206,-0.010078312370500796,-0.009721617810994643,-0.01061623745446604,-0.011064036127795326,-0.013200848099685063,-0.02872619402269415,0.005448838059975643,27,-0.01085203591866038,-0.01313185535406735,-0.010332908766326095,-0.011520619287638704,-0.010672399236100458,-0.010567378140682444,-0.011379495802056695,-0.012352422563908337,-0.016977632824478145,-0.053689501021790285,0.012651859448302702,36,-0.016634099596368763,-0.0278128298815358,-0.013668281092881922,-0.021547830818788083,-0.014875554299293256,-0.0150414274127514,-0.020119956435562615,-0.023490755187266697,-0.044058954362498924,-0.1728971147155308,0.04608608323229995,45
6,-0.00796839945504134,-0.013084823804596284,-0.016408751939376322,-0.03815818155191827,0.0,squared_error,,3,100,6,38.955946516990664,19.8794401398875,0.05242793560028077,0.01774994717747979,"{'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': None, 'min_samples_split': 3, 'n_estimators': 100}",-0.007635117327269441,-0.007849645860004001,-0.007737094708540312,-0.007834364130272388,-0.0077300266135610935,-0.007774225920464722,-0.007544518281123236,-0.007965097014936787,-0.007796030972409143,-0.009817873721832278,0.0006261887761043997,72,-0.010180442257320623,-0.012684218826955324,-0.0097687526395913,-0.012280457383395112,-0.010599147249716796,-0.01040422748169071,-0.010059632992007177,-0.012221303480851686,-0.013148630219358786,-0.029501425515075286,0.005594727555424057,70,-0.010848571477159593,-0.012991282766052437,-0.010342808799713594,-0.013172528755530969,-0.011132127957287338,-0.011136313704241157,-0.010616548093713984,-0.013971622185378252,-0.016861352785428094,-0.05301436286925783,0.012349776113303521,66,-0.01640852494351096,-0.02717697503906051,-0.01338611180743718,-0.02856390770700071,-0.017563128080509718,-0.01827589798739063,-0.016038634838353813,-0.0301822194957655,-0.043619242742995785,-0.17036717287715786,0.044922969971311504,67
7,-0.00793199251024573,-0.013007213831802405,-0.01653766724406433,-0.038695827516554336,0.0,squared_error,,3,150,7,78.17411384582519,45.35368975881275,0.0939910888671875,0.06294018652791598,"{'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': None, 'min_samples_split': 3, 'n_estimators': 150}",-0.007542309020511141,-0.007890415934113614,-0.007714691016403155,-0.007732266325408727,-0.007826787125384132,-0.007653853073609661,-0.007717985408514836,-0.007851406180947523,-0.007775698510360201,-0.009614512507204295,0.0005689214877145309,59,-0.009739536620540086,-0.013198955520825338,-0.009839563455048266,-0.011637340868205314,-0.011476088062197394,-0.009637113943432028,-0.011301844364505905,-0.011495893796244756,-0.012934612979116671,-0.02881118870790826,0.005397130955389733,66,-0.010788161988868759,-0.013945103962999516,-0.010373874609150756,-0.011671540070417914,-0.011634651598082805,-0.010517751819937216,-0.012949076934469672,-0.01325059687286209,-0.016179665598784268,-0.05406624898507029,0.012625110285479831,70,-0.01623311309616804,-0.031162194471149388,-0.013670057088612336,-0.02202133592797869,-0.01992444524384724,-0.014610334514336569,-0.026788224468339308,-0.027374397957946103,-0.04103551298953805,-0.17413865940762766,0.04584575596848915,71
8,-0.007913475255813091,-0.012790505674238785,-0.016191423629556712,-0.03713553319022002,0.0,squared_error,,3,200,8,93.7757809638977,56.86628813669118,0.15358643531799315,0.13670147838013927,"{'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': None, 'min_samples_split': 3, 'n_estimators': 200}",-0.007515249083835322,-0.00792682661042049,-0.00776456972397334,-0.007695253168235489,-0.007684261573222491,-0.007703104396694683,-0.0076977721713266285,-0.007808588952430954,-0.0077377457653378875,-0.009601381112653623,0.0005712080954401362,47,-0.00983687913083086,-0.01312633228303496,-0.01000276158567616,-0.011319442037766973,-0.010167237236725184,-0.009739349616660195,-0.01118220724028886,-0.011075821408261136,-0.012898614273917529,-0.028556411929225967,0.0053764819229020384,42,-0.010808378321030827,-0.01347077609284888,-0.010393325291532364,-0.011410711453057169,-0.010775575073216852,-0.010703173487386272,-0.012090503259310078,-0.012251387245298624,-0.016685242683404315,-0.053325163388481735,0.012505216825815957,46,-0.016468550457887702,-0.028980800226225005,-0.013655898572373957,-0.020769125084028655,-0.01545167380312834,-0.015266715297199038,-0.0231676790818166,-0.022866491669110388,-0.04310199516583084,-0.17162640254459965,0.045588716210860615,51
9,-0.007914074866959523,-0.012902791443507141,-0.016247617834308375,-0.03729734670923148,0.0,squared_error,,3,350,9,144.42077009677888,93.10941777498371,0.2077820301055908,0.15641044001770782,"{'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': None, 'min_samples_split': 3, 'n_estimators': 350}",-0.007538930915165418,-0.007956067841301087,-0.007715250371463419,-0.007632325701123078,-0.007753457697369024,-0.007663752863474795,-0.0075967969953642375,-0.007751253769937784,-0.007837272764150468,-0.009695639750245929,0.0006047244910958234,48,-0.009702331861157088,-0.013555903596855046,-0.009885223026655137,-0.011065542963915013,-0.010717154084366465,-0.00980873484438335,-0.010716641120821649,-0.01075937215955483,-0.013634479105008871,-0.029182531672353962,0.0055896306073517045,60,-0.010680285758001222,-0.013826916496269086,-0.010331341178695191,-0.011425777493902256,-0.011004751664773542,-0.010575915502926624,-0.01146389170594002,-0.011704307652890038,-0.01755465177791475,-0.053908339111771016,0.012721349284182549,55,-0.015663102236743626,-0.030554748715900637,-0.013547318558802894,-0.02110153412784007,-0.01674079807625665,-0.015068553859979288,-0.020473663991537727,-0.020214347591297872,-0.04607314988088445,-0.17353625005307158,0.04633517123291584,55
